ID,COMPANY,CALS,WEIGHT
1120931,LOUISBURG CIDER MILL,46,240
1120932,Jindilli Inc,67,15
1120933,"Supervalu, Inc.",0,5
1120934,"Supervalu, Inc.",0,5
1120935,Bare Foods Co.,393,28
1120936,"Supervalu, Inc.",129,85
1120937,The Kroger Co.,233,15
1120938,"Hostess Brands, LLC",421,57
1120939,"Topco Associates, Inc.",286,28
1120940,"Whole Foods Market, Inc.",245,53
1120941,Litehouse Inc.,367,30
1120942,The Crons Brand,14,500
1120943,T. Marzetti Company,156,32
1120944,"Chattem, Inc.",500,2
1120946,The Kroger Co.,422,45
1120947,"Bimbo Bakeries USA, Inc.",263,57
1120948,"Bimbo Bakeries USA, Inc.",400,50
1120949,"Reser's Fine Foods, Inc.",171,140
1120950,Gilster Marylee  C/o Ko-Pak Inc.,319,113
1120951,"Hy-Vee, Inc.",410,39
1120952,"AbiMar Foods, Inc.",440,25
1120953,"Whole Foods Market, Inc.",219,32
1120954,"Wal-Mart Stores, Inc.",393,28
1120955,"Wal-Mart Stores, Inc.",321,28
1120956,"Perfection Bakeries, Inc.",263,57
1120957,"Wal-Mart Stores, Inc.",393,28
1120958,"Tops Markets, LLC",867,15
1120959,Wilton Industries Inc.,429,35
1120960,"Topco Associates, Inc.",357,56
1120961,"Wise Foods, Inc.",536,28
1120962,"Bimbo Bakeries USA, Inc.",404,47
1120963,"Safeway, Inc.",48,125
1120964,"Basic American Foods, Inc.",345,55
1120965,"Topco Associates, Inc.",536,28
1120966,Pinnacle Foods Group LLC,58,86
1120967,Pinnacle Foods Group LLC,179,84
1120968,Litehouse Inc.,535,43
1120969,Litehouse Inc.,395,43
1120970,Old Orchard Brands LLC.,4,240
1120971,Old Orchard Brands LLC.,2,240
1120972,T. Marzetti Company,194,31
1120973,T. Marzetti Company,258,31
1120974,Worthington Foods Inc.,186,59
1120976,T. Marzetti Company,194,31
1120977,"Rebbl, Inc.",70,355
1120978,TWO-BITE,423,71
1120979,"Wal-Mart Stores, Inc.",38,105
1120980,Old Dutch Foods Inc,393,28
1120981,"Wal-Mart Stores, Inc.",433,30
1120982,"The Promotion In Motion Companies, Inc.",321,14
1120983,"Hy-Vee, Inc.",87,150
1120984,"Hy-Vee, Inc.",17,30
1120985,"Hy-Vee, Inc.",56,125
1120986,"Hy-Vee, Inc.",56,125
1120987,Glencourt Inc.,464,28
1120988,Conifer Specialties Inc.,357,28
1120989,"Hy-Vee, Inc.",500,28
1120990,"Wal-Mart Stores, Inc.",0,30
1120991,"Unified Grocers, Inc.",300,40
1120993,Target Stores,49,122
1120994,Target Stores,212,113
1120995,"Wal-Mart Stores, Inc.",226,84
1120996,The Carrington Tea Company LLC.,800,15
1120997,Goodie Girl Inc. ,481,27
1120998,The Kroger Co.,525,40
1120999,"Hy-Vee, Inc.",397,68
1121000,"Hy-Vee, Inc.",281,67.5
1121001,The Kroger Co.,500,30
1121002,Milton G. Waldbaum Company,54,46
1121003,"Topco Associates, Inc.",364,22
1121004,Pinnacle Foods Group LLC,104,241
1121005,"Hy-Vee, Inc.",393,28
1121006,ZEVIA LLC,0,355
1121007,Cafe Valley Inc,386,57
1121008,ZEVIA LLC,0,355
1121009,"Whole Foods Market, Inc.",536,28
1121010,"The Promotion In Motion Companies, Inc.",314,25.5
1121011,"The Cheesecake Factory Bakery, Inc.",330,97
1121012,"Whole Foods Market, Inc.",464,28
1121013,"Wal-Mart Stores, Inc.",429,7
1121014,"Whole Foods Market, Inc.",61,245
1121015,"Just, Inc.",159,44
1121016,SmashMallow,333,30
1121017,"Whole Foods Market, Inc.",357,56
1121018,VERMONT CREAMERY,286,28
1121019,Starbucks Coffee Company,462,13
1121020,"Suja Life, LLC",46,240
1121021,Pinnacle Foods Group LLC,113,204
1121022,"Tops Markets, LLC",357,70
1121023,"Whole Foods Market, Inc.",45,245
1121024,"Tops Markets, LLC",56,125
1121025,"Tops Markets, LLC",48,125
1121026,"Hy-Vee, Inc.",97,113
1121027,"Tops Markets, LLC",397,58
1121028,"Topco Associates, Inc.",536,28
1121029,"Whole Foods Market, Inc.",571,28
1121030,"Hy-Vee, Inc.",429,7
1121031,"Angie's Artisan Treats, LLC",567,30
1121032,KSF Acquisition Corporation,529,17
1121033,Lenny & Larry's,457,35
1121034,SWEET SMILES,333,30
1121035,"Whole Foods Market, Inc.",193,83
1121036,TWO-BITE,423,71
1121037,Snapdragon Foods LLC,350,60
1121038,New Frontier Foods Inc. ,333,60
1121039,Smart & Final Iris Corporation,176,136
1121040,Snapdragon Foods LLC,350,60
1121041,"Whole Foods Market, Inc.",127,245
1121042,Target Stores,244,156
1121043,Target Stores,200,190
1121044,Target Stores,255,212
1121045,Target Stores,247,162
1121046,Salov North America Corp.,800,15
1121047,"UTZ Quality Foods, LLC",571,14
1121048,Rafael Padilla & Cia S. En C.,242,91
1121049,"Whole Foods Market, Inc.",410,39
1121050,Purely Elizabeth ,533,30
1121051,"Rouse's Enterprises, Inc.",353,51
1121052,"Rouse's Enterprises, Inc.",353,51
1121053,"Topco Associates, Inc.",857,14
1121054,"Rouse's Enterprises, Inc.",333,51
1121055,"Rouse's Enterprises, Inc.",64,125
1121056,"Rouse's Enterprises, Inc.",333,51
1121057,"Rouse's Enterprises, Inc.",353,51
1121058,"Rouse's Enterprises, Inc.",333,51
1121059,"Rouse's Enterprises, Inc.",333,51
1121060,Smart & Final Iris Corporation,594,32
1121061,"Hy-Vee, Inc.",83,84
1121062,"Hy-Vee, Inc.",83,84
1121063,"Topco Associates, Inc.",333,27
1121064,"Topco Associates, Inc.",312,16
1121065,Rafael Padilla & Cia S. En C.,198,91
1121066,"Wal-Mart Stores, Inc.",211,90
1121067,"Hy-Vee, Inc.",333,6
1121068,"Wal-Mart Stores, Inc.",214,84
1121069,"Lucky Foods, LLC",0,5
1121070,"Grain Millers, Inc.",375,40
1121071,Kalahari Foods LLC,286,56
1121074,Sun-Maid Growers of California,300,20
1121075,"Hy-Vee, Inc.",607,28
1121076,"Tops Markets, LLC",357,70
1121077,Conopco Inc.,273,110
1121078,Conopco Inc.,283,113
1121079,Conopco Inc.,275,109
1121080,Farmwise LLC,176,85
1121081,"AbiMar Foods, Inc.",480,25
1121082,Blue Diamond Growers,42,240
1121083,"McCormick & Company, Inc.",167,84
1121084,"Wal-Mart Stores, Inc.",167,42
1121085,Sweet Earth Natural Foods,159,113
1121086,Sweet Earth Natural Foods,176,255
1121087,T. Marzetti Company,300,30
1121089,T. Marzetti Company,500,7
1121090,T. Marzetti Company,316,57
1121091,T. Marzetti Company,552,29
1121092,"Flowers Foods, Inc.",281,32
1121093,Sioux Honey Association,286,21
1121094,"La Tourangelle, Inc",367,30
1121095,Russell Stover Candies Inc.,500,22
1121096,"Wegmans Food Markets, Inc. ",129,241
1121097,"Flowers Foods, Inc.",289,38
1121098,"Camino Real Foods, Inc.",200,170
1121099,CJK Foods,576,33
1121100,Kid Tested Tunes,500,30
1121101,"Wal-Mart Stores, Inc.",393,28
1121102,"Wal-Mart Stores, Inc.",393,28
1121103,"Wal-Mart Stores, Inc.",306,49
1121104,"Wal-Mart Stores, Inc.",300,70
1121105,"The Promotion In Motion Companies, Inc.",367,30
1121107,"Renaissance Food Group, LLC",79,63
1121108,"Presidio Brands, Inc.",400,15
1121109,"AbiMar Foods, Inc.",471,34
1121110,"Wal-Mart Stores, Inc.",520,25
1121111,Zachary Confections Inc,536,28
1121112,Emmi Schweiz AG,350,20
1121113,Target Stores,156,411
1121114,"Meijer, Inc.",400,30
1121115,"Hy-Vee, Inc.",186,140
1121116,"Hy-Vee, Inc.",193,140
1121117,"Hy-Vee, Inc.",186,140
1121118,"Bimbo Bakeries USA, Inc.",383,47
1121119,"Hy-Vee, Inc.",64,125
1121120,"Meijer, Inc.",394,33
1121121,"Meijer, Inc.",323,31
1121122,Primrose Candy Co,395,43
1121123,"Hy-Vee, Inc.",56,125
1121124,"Hy-Vee, Inc.",118,17
1121125,Lewis Bakeries Inc.,226,53
1121126,"Topco Associates, Inc.",367,30
1121127,"Topco Associates, Inc.",357,56
1121128,"Taylor Fresh Foods, Inc.",100,100
1121129,"Whole Foods Market, Inc.",535,43
1121130,"Schnuck Markets, Inc.",500,28
1121131,"Schnuck Markets, Inc.",536,28
1121132,"Schnuck Markets, Inc.",536,28
1121133,"Schnuck Markets, Inc.",536,28
1121134,"Schnuck Markets, Inc.",500,28
1121135,"Schnuck Markets, Inc.",500,28
1121136,"Schnuck Markets, Inc.",500,28
1121137,"Schnuck Markets, Inc.",500,28
1121138,"Schnuck Markets, Inc.",536,28
1121139,Farmwise LLC,188,85
1121140,Glencourt Inc.,46,240
1121141,"Safeway, Inc.",46,240
1121142,Julio's Seasoning,500,30
1121143,Old Trapper Smoked Products,250,28
1121144,Perry County Cheese Company,400,30
1121145,Superior Nut/candy Distribut'G,562,32
1121146,Superior Nut/candy Distribut'G,529,34
1121147,"Hearthside USA, LLC",158,385
1121148,Hilco LLC,400,30
1121149,"Taylor Fresh Foods, Inc.",209,292
1121150,Rafael Padilla & Cia S. En C.,220,91
1121151,"Hy-Vee, Inc.",367,30
1121152,National Beef Packing Company L.P.,304,112
1121153,"Taylor Fresh Foods, Inc.",140,100
1121154,"Daniele International, Inc.",321,56
1121155,Rich Products Corporation,327,113
1121156,"Topco Associates, Inc.",81,160
1121157,"Spice Mama, LLC",300,20
1121158,"Renaissance Food Group, LLC",127,63
1121159,Mountain Man Nut & Fruit Co.,411,28
1121160,Brady Enterprises Inc,40,62
1121161,"Taylor Fresh Foods, Inc.",221,276
1121162,"Langer Juice Company, Inc.",46,237
1121163,Mountain Man Nut & Fruit Co.,350,40
1121164,"Topco Associates, Inc.",81,160
1121165,"Tops Markets, LLC",367,30
1121166,"Tops Markets, LLC",400,30
1121167,"Topco Associates, Inc.",536,28
1121168,"Tops Markets, LLC",118,85
1121169,"Tops Markets, LLC",300,50
1121170,"Tops Markets, LLC",82,85
1121171,"Topco Associates, Inc.",29,245
1121172,NOT A BRANDED ITEM,222,63
1121173,"Renaissance Food Group, LLC",91,110
1121174,Rafael Padilla & Cia S. En C.,212,80
1121175,Gilster Marylee  C/o Ko-Pak Inc.,367,60
1121176,"Avomex, Inc.",167,30
1121177,"Better Made Snack Foods, Inc.",500,28
1121178,J.S. Krum Inc.,388,80
1121179,NOT A BRANDED ITEM,153,85
1121180,"Wal-Mart Stores, Inc.",119,84
1121181,Gilster Marylee  C/o Ko-Pak Inc.,400,40
1121182,"Hy-Vee, Inc.",250,64
1121183,"Hy-Vee, Inc.",250,64
1121184,"Hy-Vee, Inc.",60,150
1121185,"Hy-Vee, Inc.",60,150
1121187,GS1 Mexico,364,22
1121188,Wm. Wrigley Jr. Company,312,8
1121189,Old Trapper Smoked Products,250,28
1121190,"Hy-Vee, Inc.",17,120
1121191,"Hy-Vee, Inc.",64,125
1121192,"Hy-Vee, Inc.",29,120
1121193,Harris-Teeter Inc.,150,120
1121194,Conifer Specialties Inc.,393,28
1121195,Conifer Specialties Inc.,357,28
1121196,Conifer Specialties Inc.,357,28
1121197,NOT A BRANDED ITEM,30,100
1121198,"Brothers Baking Company, Inc.",429,35
1121199,"Hy-Vee, Inc.",367,30
1121200,"Hy-Vee, Inc.",200,30
1121201,"Hy-Vee, Inc.",167,60
1121202,"Hy-Vee, Inc.",133,30
1121203,"Hy-Vee, Inc.",167,60
1121204,"Hy-Vee, Inc.",133,30
1121205,"Hy-Vee, Inc.",417,60
1121206,"Hy-Vee, Inc.",83,30
1121207,"Hy-Vee, Inc.",397,68
1121208,Ross Acquisition Inc.,500,20
1121209,Ferrara Candy Company,394,33
1121210,"Suja Life, LLC",40,399
1121211,"Daniele International, Inc.",321,28
1121212,"Topco Associates, Inc.",73,150
1121213,"Topco Associates, Inc.",107,150
1121214,"Sun Tropics, Inc.",433,30
1121215,"Sun Tropics, Inc.",433,30
1121216,"Sun Tropics, Inc.",433,30
1121217,Purely Elizabeth ,467,30
1121218,Russell Stover Candies Inc.,440,25
1121219,Lindt & Sprungli (Schweiz) AG,639,36
1121220,Rafael Padilla & Cia S. En C.,198,91
1121221,4C Foods Corp.,367,30
1121222,"Wegmans Food Markets, Inc. ",35,142
1121223,"Tops Markets, LLC",106,85
1121224,"Topco Associates, Inc.",571,28
1121225,"AbiMar Foods, Inc.",480,25
1121226,"Hy-Vee, Inc.",53,113
1121227,"Hy-Vee, Inc.",62,113
1121228,"Hy-Vee, Inc.",53,113
1121229,"Wal-Mart Stores, Inc.",40,63
1121230,Carl Buddig & Company,214,140
1121231,"Hy-Vee, Inc.",60,134
1121232,"Topco Associates, Inc.",389,54
1121233,"Hy-Vee, Inc.",364,44
1121234,"Topco Associates, Inc.",75,240
1121235,"Hy-Vee, Inc.",0,1
1121236,"Hy-Vee, Inc.",43,140
1121237,"Hy-Vee, Inc.",0,1
1121238,"Hy-Vee, Inc.",0,1
1121239,"Hy-Vee, Inc.",0,2
1121240,"Hy-Vee, Inc.",0,1
1121241,"Hy-Vee, Inc.",600,30
1121242,"Hy-Vee, Inc.",600,30
1121243,"Topco Associates, Inc.",357,56
1121244,FRESH PAK INC.,91,110
1121245,"Riceland Foods, Inc.",356,45
1121246,"Wismettac Asian Foods, Inc.",176,56.70000076
1121247,"Weis Markets, Inc.",300,30
1121248,"Safeway, Inc.",141,149
1121249,"Weis Markets, Inc.",300,30
1121250,Buttercup Bakeries Inc,536,28
1121251,Glorybee Honey & Supplies,286,21
1121252,"Taylor Fresh Foods, Inc.",202,188
1121253,"Whole Foods Market, Inc.",333,6
1121254,"Topco Associates, Inc.",536,28
1121255,"Hy-Vee, Inc.",133,30
1121256,"Hy-Vee, Inc.",67,30
1121257,"Whole Foods Market, Inc.",395,43
1121258,"The Promotion In Motion Companies, Inc.",367,30
1121259,"Whole Foods Market, Inc.",357,28
1121260,"Whole Foods Market, Inc.",71,140
1121261,"Whole Foods Market, Inc.",464,28
1121262,"Safeway, Inc.",467,15
1121263,CJK Foods,576,33
1121264,CJK Foods,576,33
1121265,TWO-BITE,423,71
1121266,"Hy-Vee, Inc.",484,31
1121267,La Quercia LLC,536,28
1121268,"GUANGDONG SHANTAI FOODSTUFF CO., LTD. FOOD BRANCH",400,5.5
1121269,United States Bakery,298,57
1121270,"Wal-Mart Stores, Inc.",333,12
1121271,"Hy-Vee, Inc.",72,125
1121272,Target Stores,398,88
1121273,"Taylor Fresh Foods, Inc.",150,100
1121274,"Peanut Butter & Co, Inc. ",514,37
1121275,"Taylor Fresh Foods, Inc.",212,160
1121276,Finlaw Agency,67,15
1121277,"Taylor Fresh Foods, Inc.",150,100
1121278,Kontos Foods Inc.,368,28
1121279,"Taylor Fresh Foods, Inc.",221,149
1121280,"D.S.D. Merchandisers, Inc.",475,40
1121281,T. Marzetti Company,233,43
1121282,The Kroger Co.,467,30
1121283,"Taylor Fresh Foods, Inc.",120,100
1121284,NOT A BRANDED ITEM,67,60
1121285,"Hy-Vee, Inc.",275,40
1121286,"5 Busy Bees Bottling, LLC",19,237
1121287,"Darigold, Inc. ",80,414
1121288,Ferrara Candy Company,389,18
1121289,"Hearthside USA, LLC",184,304
1121290,"Harmony Springs, Inc.",34,355
1121291,"Renaissance Food Group, LLC",91,110
1121292,"Harmony Springs, Inc.",34,355
1121293,The Schwan Food Company,242,124
1121294,"Harmony Springs, Inc.",31,355
1121295,"Harmony Springs, Inc.",46,355
1121296,"Hearthside USA, LLC",128,296
1121297,Target Stores,464,28
1121298,"Tops Markets, LLC",42,165
1121299,"Tops Markets, LLC",56,125
1121300,"Tops Markets, LLC",42,60
1121301,"Tops Markets, LLC",79,140
1121302,"Tops Markets, LLC",40,63
1121303,"Tops Markets, LLC",48,125
1121304,"Tops Markets, LLC",79,140
1121305,"Tops Markets, LLC",40,62
1121306,"Tops Markets, LLC",0,1
1121307,"Tops Markets, LLC",0,1.399999976
1121308,"Tops Markets, LLC",48,125
1121309,"Tops Markets, LLC",0,2
1121310,"Tops Markets, LLC",0,1.899999976
1121311,"Hy-Vee, Inc.",32,31
1121312,"Hostess Brands, LLC",512,43
1121313,"Hostess Brands, LLC",512,43
1121314,"Tops Markets, LLC",0,2
1121315,"Tops Markets, LLC",17,30
1121316,"Tops Markets, LLC",40,62
1121317,"Tops Markets, LLC",0,1
1121318,"Tops Markets, LLC",0,1.799999952
1121319,"Tops Markets, LLC",118,17
1121320,"Hy-Vee, Inc.",47,127
1121321,"Hy-Vee, Inc.",55,127
1121322,"Tops Markets, LLC",56,125
1121323,"Hy-Vee, Inc.",28,108
1121324,"Hy-Vee, Inc.",419,31
1121325,"Hy-Vee, Inc.",133,98
1121326,"Tops Markets, LLC",48,125
1121327,"Tops Markets, LLC",17,120
1121328,"Tops Markets, LLC",48,62
1121329,"Tops Markets, LLC",17,120
1121330,"Tops Markets, LLC",40,62
1121331,"Hy-Vee, Inc.",87,103
1121332,"Tops Markets, LLC",27,113
1121333,"Tops Markets, LLC",48,125
1121334,"Tops Markets, LLC",17,120
1121335,"Tops Markets, LLC",25,120
1121336,"Hy-Vee, Inc.",32,108
1121337,"Tops Markets, LLC",21,120
1121338,T. Marzetti Company,393,56
1121339,T. Marzetti Company,393,56
1121340,T. Marzetti Company,393,56
1121341,Sweet Earth Natural Foods,227,119
1121342,Sweet Earth Natural Foods,159,170
1121343,Lenny & Larry's,386,57
1121345,"AbiMar Foods, Inc.",471,34
1121346,"AbiMar Foods, Inc.",471,34
1121347,"Wegmans Food Markets, Inc. ",35,85
1121348,"RSJ Ventures, LLC ",286,28
1121349,"Just Born, Inc.",324,34
1121350,Target Stores,423,71
1121351,Target Stores,423,71
1121352,"Spartanburg Meat Processing Co., Inc.",229,140
1121353,"Hy-Vee, Inc.",18,85
1121354,"Hy-Vee, Inc.",24,85
1121355,"Hy-Vee, Inc.",18,85
1121356,"Hy-Vee, Inc.",12,85
1121357,"Hy-Vee, Inc.",18,85
1121358,"Hy-Vee, Inc.",12,85
1121359,"Hy-Vee, Inc.",18,85
1121360,"Hy-Vee, Inc.",21,142
1121361,Yoplait USA,87,150
1121362,"Safeway, Inc.",275,80
1121363,"Safeway, Inc.",467,15
1121364,The Kroger Co.,500,30
1121365,NOT A BRANDED ITEM,500,20
1121366,NOT A BRANDED ITEM,474,19
1121367,Gilster Marylee  C/o Ko-Pak Inc.,375,40
1121368,NOT A BRANDED ITEM,317,60
1121369,The Kroger Co.,518,42.5
1121370,"Ahold USA, Inc. ",518,56
1121371,La Canasta Mexican Foods Inc.,333,30
1121372,Northwest Frozen LLC,129,171
1121373,NOT A BRANDED ITEM,390,59
1121374,"Bellei, Luigi & Figli Srl",67,15
1121375,NOT A BRANDED ITEM,334,100
1121376,"Slingshot Coffee Company, LLC",21,240
1121377,"Hy-Vee, Inc.",82,245
1121378,"Hy-Vee, Inc.",64,125
1121379,"Hy-Vee, Inc.",45,245
1121380,"Slingshot Coffee Company, LLC",25,240
1121381,"Renaissance Food Group, LLC",128,109
1121382,"Food Match, Inc.",150,30
1121383,"Bimbo Bakeries USA, Inc.",383,47
1121384,Izzio Artisan Bakery LLC,257,35
1121385,"ONE Brands, LLC",383,60
1121386,"Hy-Vee, Inc.",64,125
1121387,Render Foods LLC,536,28
1121388,Render Foods LLC,571,28
1121389,Walgreens Co.,525,40
1121390,Middle East Bakery Inc,279,43
1121391,Frankly Fresh,220,100
1121392,"Next Wave Seafood, Inc.",69,145
1121393,FODY,118,17
1121394,NOT A BRANDED ITEM,357,56
1121395,"Noosa Yoghurt, LLC",126,127
1121396,"Camino Real Foods, Inc.",239,113
1121397,Rhodes International Inc.,306,98
1121398,Rhodes International Inc.,296,71
1121399,"Hy-Vee, Inc.",250,20
1121400,"Hy-Vee, Inc.",250,20
1121401,"Associated Wholesale Grocers, Inc.",5,411
1121402,"Schnuck Markets, Inc.",500,28
1121403,Ross Acquisition Inc.,533,30
1121404,Ross Acquisition Inc.,500,18
1121405,Ross Acquisition Inc.,400,15
1121406,Ross Acquisition Inc.,333,6
1121407,Ross Acquisition Inc.,500,18
1121408,Ross Acquisition Inc.,516,31
1121409,Ross Acquisition Inc.,357,28
1121410,Ross Acquisition Inc.,385,26
1121413,"Hearthside USA, LLC",276,283
1121414,"La Tourangelle, Inc",867,15
1121415,Hilco LLC,400,50
1121416,"Taylor Fresh Foods, Inc.",149,101
1121417,The Kroger Co.,500,30
1121418,Target Stores,581,31
1121420,TWO-BITE,423,71
1121421,FRESH PAK INC.,118,110
1121422,Minnesota Best Maid Cookie Co.,471,34
1121423,"Bernatello's Pizza, Inc.",255,145
1121424,"Food Match, Inc.",278,90
1121425,Farmwise LLC,224,98
1121426,"Hearthside USA, LLC",254,256
1121427,"Taylor Fresh Foods, Inc.",29,85
1121428,"Meijer, Inc.",594,32
1121429,Izzio Artisan Bakery LLC,214,56
1121430,Nabisco Food Company,643,28
1121431,Nabisco Food Company,571,28
1121432,Nabisco Food Company,571,28
1121433,Nabisco Food Company,571,28
1121434,"Hy-Vee, Inc.",381,21
1121435,"Hy-Vee, Inc.",381,21
1121436,"Hy-Vee, Inc.",381,21
1121437,Nabisco Food Company,607,28
1121438,Nabisco Food Company,571,28
1121439,"F.B. Purnell Sausage Co., Inc.",339,56
1121440,"Tops Markets, LLC",21,121
1121441,"Tops Markets, LLC",42,165
1121442,"Tops Markets, LLC",17,120
1121443,"Tops Markets, LLC",118,17
1121444,"Tops Markets, LLC",17,120
1121445,"Tops Markets, LLC",33,123
1121446,"Tops Markets, LLC",286,21
1121447,"Tops Markets, LLC",28,123
1121449,"Tops Markets, LLC",12,120
1121450,"Tops Markets, LLC",33,61
1121451,"Tops Markets, LLC",33,61
1121453,"Tops Markets, LLC",35,85
1121454,"McCormick & Company, Inc.",333,3
1121455,"Tops Markets, LLC",118,17
1121456,"Tops Markets, LLC",286,21
1121457,"Tops Markets, LLC",48,125
1121458,"Tops Markets, LLC",33,61
1121459,"Tops Markets, LLC",109,64
1121460,"Tops Markets, LLC",21,121
1121461,"Tops Markets, LLC",118,17
1121462,"Tops Markets, LLC",33,61
1121463,"Tops Markets, LLC",21,121
1121464,"Tops Markets, LLC",286,21
1121465,"Tops Markets, LLC",21,121
1121466,"Tops Markets, LLC",21,121
1121467,"Tops Markets, LLC",286,21
1121468,"Tops Markets, LLC",21,121
1121469,"Tops Markets, LLC",55,64
1121470,"Tops Markets, LLC",100,60
1121471,"Schnuck Markets, Inc.",375,8
1121472,"Mizkan America, Inc.",50,240
1121473,Harris-Teeter Inc.,365,104
1121474,"Taylor Fresh Foods, Inc.",163,147
1121475,El Rosario,316,38
1121476,"Empire Bakery Commissary, LLC",482,83
1121477,"Taylor Fresh Foods, Inc.",191,215
1121478,"Taylor Fresh Foods, Inc.",236,203
1121479,"Empire Bakery Commissary, LLC",446,83
1121480,"Taylor Fresh Foods, Inc.",241,203
1121481,The Kroger Co.,50,240
1121482,"Taylor Fresh Foods, Inc.",172,203
1121483,Little Diablo Salsa,35,28.39999962
1121484,"Taylor Fresh Foods, Inc.",204,137
1121485,The Kroger Co.,67,240
1121486,"7-Eleven, Inc.",321,28
1121487,Russell McCall's Inc.,433,30
1121488,"Renaissance Food Group, LLC",110,383
1121489,"JaceyCakes, LLC ",400,55
1121490,European Confections Inc.,480,25
1121491,"Taylor Fresh Foods, Inc.",107,112
1121492,PaneVita LLC,195,241
1121493,"Custom Corned Beef, Inc.",241,112
1121494,Imaginings 3,375,16
1121495,Smart & Final Iris Corporation,229,35
